 # ix iy layer isite phi
       0       0       0  -0.741221070170E-01
       1       0       0  -0.149764188775E+01
       2       0       0  -0.143821382563E+01
       3       0       0  -0.432285091793E+00
       4       0       0  -0.113516008999E+00
       5       0       0   0.122462778317E+01
       6       0       0   0.102767236151E+00
       7       0       0  -0.135974334280E+01
       8       0       0  -0.137500383415E+01
       9       0       0  -0.151243442149E+01
      10       0       0   0.335145681197E+00
      11       0       0  -0.343899150183E+00
      12       0       0  -0.899643401572E+00
      13       0       0  -0.779154656133E-01
       0       1       0  -0.823013134360E+00
       1       1       0  -0.894495836863E+00
       2       1       0  -0.136608204186E+01
       3       1       0  -0.735696416323E+00
       4       1       0  -0.297757759109E+00
       5       1       0   0.279776462326E+00
       6       1       0  -0.660079322882E+00
       7       1       0  -0.125553789565E+01
       8       1       0  -0.129718118761E+01
       9       1       0  -0.788453561969E+00
      10       1       0  -0.916152735820E+00
      11       1       0   0.225633193784E+00
      12       1       0  -0.128512430151E+01
      13       1       0  -0.413883375027E+00
       0       2       0  -0.177511744115E+01
       1       2       0  -0.162308910785E+01
       2       2       0  -0.135259778321E+01
       3       2       0  -0.168197318381E+01
       4       2       0  -0.185991239959E+01
       5       2       0  -0.574723093369E+00
       6       2       0  -0.177713461932E+01
       7       2       0  -0.146979112647E+01
       8       2       0  -0.158217543305E+01
       9       2       0  -0.178605449948E+01
      10       2       0  -0.192149547505E+01
      11       2       0  -0.161364277393E+01
      12       2       0  -0.165362246576E+01
      13       2       0  -0.552934883627E+00
       0       3       0  -0.116368902714E+01
       1       3       0  -0.178351025382E+01
       2       3       0  -0.196027037117E+01
       3       3       0  -0.165909883084E+01
       4       3       0  -0.194806196960E+01
       5       3       0  -0.198240655509E+01
       6       3       0  -0.163086684393E+01
       7       3       0  -0.144943795771E+01
       8       3       0  -0.135012534631E+01
       9       3       0  -0.191250253353E+01
      10       3       0  -0.176671916878E+01
      11       3       0  -0.106733156513E+01
      12       3       0   0.235604102875E-01
      13       3       0  -0.171478719297E+01
       0       4       0  -0.192986984257E+01
       1       4       0  -0.191396956679E+01
       2       4       0  -0.171288143074E+01
       3       4       0  -0.976190106525E+00
       4       4       0  -0.145471039541E+01
       5       4       0  -0.184222100480E+01
       6       4       0  -0.108817114848E+01
       7       4       0  -0.514419512210E+00
       8       4       0  -0.232875990566E+00
       9       4       0  -0.170059675489E+01
      10       4       0  -0.177210652344E+01
      11       4       0  -0.133721853879E+01
      12       4       0  -0.951082309765E+00
      13       4       0  -0.114667626001E+01
       0       5       0  -0.155587367824E+01
       1       5       0  -0.166736967449E+01
       2       5       0  -0.145276581633E+01
       3       5       0  -0.108634838013E+01
       4       5       0  -0.182000827702E+01
       5       5       0  -0.160287571871E+01
       6       5       0  -0.269552047574E+00
       7       5       0  -0.184627379280E+01
       8       5       0  -0.615194740975E+00
       9       5       0  -0.179568321048E+01
      10       5       0  -0.174095753395E+01
      11       5       0  -0.180277489806E+01
      12       5       0  -0.479200833908E+00
      13       5       0   0.611366689589E+00
       0       6       0  -0.462080204560E+00
       1       6       0  -0.682963537568E+00
       2       6       0   0.546312073717E+00
       3       6       0   0.445439790914E+00
       4       6       0  -0.117402380573E+01
       5       6       0   0.225290609334E+00
       6       6       0  -0.122685803687E+01
       7       6       0  -0.174743632629E+01
       8       6       0  -0.152941703808E+01
       9       6       0  -0.182910770978E+01
      10       6       0  -0.169148539348E+01
      11       6       0  -0.617931798064E+00
      12       6       0   0.237756161516E+00
      13       6       0   0.370922401665E+00
       0       7       0   0.582344555051E-02
       1       7       0   0.547161866477E+00
       2       7       0   0.188897151747E-01
       3       7       0   0.105310868024E+01
       4       7       0   0.368764837781E+00
       5       7       0  -0.943166292447E+00
       6       7       0  -0.190757890321E+01
       7       7       0  -0.175373581231E+01
       8       7       0  -0.193162352604E+01
       9       7       0  -0.179661659744E+01
      10       7       0  -0.123737848126E+01
      11       7       0  -0.101293105073E+01
      12       7       0   0.147484666977E+00
      13       7       0   0.521552772844E+00
       0       8       0   0.534352156956E+00
       1       8       0   0.520513067304E+00
       2       8       0   0.174796307367E+01
       3       8       0   0.783796522145E+00
       4       8       0  -0.158920713669E-01
       5       8       0  -0.373197890523E+00
       6       8       0   0.108535655420E+01
       7       8       0  -0.187948719073E+01
       8       8       0  -0.185618208539E+01
       9       8       0  -0.188143849442E+01
      10       8       0  -0.150601958135E+01
      11       8       0  -0.591388679106E+00
      12       8       0  -0.135175930085E+01
      13       8       0  -0.752355739125E+00
       0       9       0  -0.479202812032E+00
       1       9       0  -0.172006869717E+00
       2       9       0   0.697098695259E+00
       3       9       0   0.305286507765E+00
       4       9       0  -0.163467291217E+00
       5       9       0   0.844465655997E+00
       6       9       0   0.150874383828E+01
       7       9       0   0.573114042860E+00
       8       9       0  -0.768894549775E+00
       9       9       0   0.438402061991E+00
      10       9       0  -0.984708600015E+00
      11       9       0  -0.189630865393E+01
      12       9       0  -0.136972616888E+01
      13       9       0  -0.129851558302E+01
       0      10       0  -0.265399021384E+00
       1      10       0  -0.126085745550E+01
       2      10       0  -0.296622252824E+00
       3      10       0   0.140983704663E+01
       4      10       0  -0.203260155762E+00
       5      10       0   0.161796550411E+01
       6      10       0   0.108034185658E+01
       7      10       0  -0.359463352872E+00
       8      10       0   0.995884184356E+00
       9      10       0   0.303734012927E+00
      10      10       0   0.622315048457E+00
      11      10       0  -0.663462543716E+00
      12      10       0  -0.135174811570E+00
      13      10       0  -0.148330924610E+01
       0      11       0  -0.178471473865E+01
       1      11       0  -0.173441994945E+01
       2      11       0  -0.140707984949E+01
       3      11       0  -0.594760670464E+00
       4      11       0  -0.565840932573E+00
       5      11       0  -0.136745842897E+01
       6      11       0  -0.156365779197E+01
       7      11       0  -0.167696054938E+00
       8      11       0   0.109827031754E+01
       9      11       0   0.467993157882E+00
      10      11       0   0.795894535262E+00
      11      11       0  -0.426207731231E+00
      12      11       0  -0.155698696963E+01
      13      11       0  -0.151163842348E+01
       0      12       0  -0.189143590667E+01
       1      12       0  -0.118082064161E+01
       2      12       0  -0.182952833298E+01
       3      12       0  -0.191085035845E+01
       4      12       0  -0.188271674962E+01
       5      12       0  -0.298273896363E+00
       6      12       0  -0.116897908566E+01
       7      12       0  -0.253910663817E+00
       8      12       0   0.173747393818E+01
       9      12       0   0.174600735692E+01
      10      12       0   0.104951640137E+01
      11      12       0  -0.198685290965E+01
      12      12       0  -0.173555961001E+01
      13      12       0  -0.193739764648E+01
       0      13       0  -0.164132661783E+01
       1      13       0  -0.171172836467E+01
       2      13       0  -0.199744618211E+01
       3      13       0  -0.196891105509E+01
       4      13       0  -0.190182273427E+01
       5      13       0  -0.196124509787E+01
       6      13       0   0.607822270173E+00
       7      13       0  -0.344070362045E+00
       8      13       0   0.850353933982E+00
       9      13       0   0.154474846828E+01
      10      13       0   0.140321104819E+01
      11      13       0  -0.383247076469E+00
      12      13       0  -0.159135608539E+01
      13      13       0  -0.135194500158E+01
       0       0       1  -0.176255164493E+01
       1       0       1  -0.125489632353E+01
       2       0       1  -0.187518189595E+01
       3       0       1  -0.164658889013E+01
       4       0       1  -0.117507445107E+00
